assembly_accession,organism_name,taxid,assembly_level,domain,phylum,class,order,family,genus,species,in_train,fna_path,gtf_path,genome_length,sequence_headers,num_sequences,category
GCF_900187175.1,Odoribacter_splanchnicus,28118,Complete Genome,bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_900187175.1/GCF_900187175.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_900187175.1/GCF_900187175.1_annotation.gtf.gz,4392177.0,NZ_LT906459.1,1.0,bacteria
GCF_000093085.1,[Bacillus]_selenitireducens_MLS10,439292,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Salisediminibacterium,[Bacillus] selenitireducens MLS10,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000093085.1/GCF_000093085.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000093085.1/GCF_000093085.1_annotation.gtf.gz,3592487.0,NC_014219.1,1.0,bacteria
GCF_017161365.1,Thermobispora_bispora,2006,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Thermobispora,Thermobispora bispora,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_017161365.1/GCF_017161365.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_017161365.1/GCF_017161365.1_annotation.gtf.gz,4386836.0,NZ_CP039124.1;NZ_CP039125.1,2.0,bacteria
GCF_003051865.1,Microvirgula_aerodenitrificans,57480,Chromosome,bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Aquaspirillaceae,Microvirgula,Microvirgula aerodenitrificans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003051865.1/GCF_003051865.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003051865.1/GCF_003051865.1_annotation.gtf.gz,4127211.0,NZ_CP028519.1;NZ_CP028518.1,2.0,bacteria
GCF_001643775.1,Denitrobacterium_detoxificans,79604,Complete Genome,bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Denitrobacterium,Denitrobacterium detoxificans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001643775.1/GCF_001643775.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001643775.1/GCF_001643775.1_annotation.gtf.gz,2446250.0,NZ_CP011402.1,1.0,bacteria
GCF_004295485.1,Janibacter_limosus,53458,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Janibacter,Janibacter limosus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_004295485.1/GCF_004295485.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_004295485.1/GCF_004295485.1_annotation.gtf.gz,3545254.0,NZ_CP036164.1,1.0,bacteria
GCF_025264705.1,Dactylosporangium_aurantiacum,35754,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Dactylosporangium,Dactylosporangium aurantiacum,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025264705.1/GCF_025264705.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025264705.1/GCF_025264705.1_annotation.gtf.gz,11523879.0,NZ_CP073767.1,1.0,bacteria
GCF_000013705.1,Methylobacillus_flagellatus_KT,265072,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,Methylobacillus flagellatus KT,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000013705.1/GCF_000013705.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000013705.1/GCF_000013705.1_annotation.gtf.gz,2971517.0,NC_007947.1,1.0,bacteria
GCF_005696855.1,Arachnia_propionica,1750,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,Arachnia propionica,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_005696855.1/GCF_005696855.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_005696855.1/GCF_005696855.1_annotation.gtf.gz,3437242.0,NZ_CP040007.1,1.0,bacteria
GCF_023115465.1,Gottfriedia_acidiceleris,371036,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Gottfriedia,Gottfriedia acidiceleris,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_023115465.1/GCF_023115465.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_023115465.1/GCF_023115465.1_annotation.gtf.gz,4690333.0,NZ_CP096034.1,1.0,bacteria
GCF_002243385.1,Mogibacterium_pumilum,86332,Chromosome,bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium,Mogibacterium pumilum,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002243385.1/GCF_002243385.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002243385.1/GCF_002243385.1_annotation.gtf.gz,1862768.0,NZ_CP016199.1,1.0,bacteria
GCF_012273195.1,Enterocloster_clostridioformis,1531,Chromosome,bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_012273195.1/GCF_012273195.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_012273195.1/GCF_012273195.1_annotation.gtf.gz,5539047.0,NZ_CP050964.1,1.0,bacteria
GCF_017607425.1,Rhizorhabdus_wittichii,160791,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,Rhizorhabdus wittichii,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_017607425.1/GCF_017607425.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_017607425.1/GCF_017607425.1_annotation.gtf.gz,6073182.0,NZ_CP059319.1;NZ_CP059320.1;NZ_CP059321.1,3.0,bacteria
GCF_019603355.1,Aneurinibacillus_thermoaerophilus,143495,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,Aneurinibacillus thermoaerophilus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_019603355.1/GCF_019603355.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_019603355.1/GCF_019603355.1_annotation.gtf.gz,3731915.0,NZ_CP080764.1;NZ_CP080765.1,2.0,bacteria
GCF_000340565.2,Nodularia_spumigena_CCY9414,313624,Chromosome,bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nodulariaceae,Nodularia,Nodularia spumigena CCY9414,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000340565.2/GCF_000340565.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000340565.2/GCF_000340565.2_annotation.gtf.gz,5462271.0,NZ_CP007203.1,1.0,bacteria
GCF_012295615.1,Bermanella_marisrubri,207949,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bermanella,Bermanella marisrubri,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_012295615.1/GCF_012295615.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_012295615.1/GCF_012295615.1_annotation.gtf.gz,3550395.0,NZ_CP051183.1;NZ_CP051184.1,2.0,bacteria
GCF_008807415.1,Pseudomonas_denitrificans_(nom._rej.),43306,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Halopseudomonas,Pseudomonas denitrificans (nom. rej.),False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_008807415.1/GCF_008807415.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_008807415.1/GCF_008807415.1_annotation.gtf.gz,6880508.0,NZ_CP043626.1,1.0,bacteria
GCF_904830765.1,Planktothrix_agardhii,1160,Complete Genome,bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix agardhii,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_904830765.1/GCF_904830765.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_904830765.1/GCF_904830765.1_annotation.gtf.gz,5099909.0,NZ_LR882934.1;NZ_LR882935.1;NZ_LR882936.1;NZ_LR882937.1,4.0,bacteria
GCF_000800295.1,Parvimonas_micra,33033,Complete Genome,bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas micra,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000800295.1/GCF_000800295.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000800295.1/GCF_000800295.1_annotation.gtf.gz,1627009.0,NZ_CP009761.1,1.0,bacteria
GCF_000019785.1,Leptothrix_cholodnii_SP-6,395495,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Leptothrix,Leptothrix cholodnii SP-6,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000019785.1/GCF_000019785.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000019785.1/GCF_000019785.1_annotation.gtf.gz,4909403.0,NC_010524.1,1.0,bacteria
GCF_002407485.1,Zobellella_denitrificans,347534,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Zobellella,Zobellella denitrificans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002407485.1/GCF_002407485.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002407485.1/GCF_002407485.1_annotation.gtf.gz,4174222.0,NZ_CP012621.1,1.0,bacteria
GCF_016724865.1,Peribacillus_psychrosaccharolyticus,1407,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus psychrosaccharolyticus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_016724865.1/GCF_016724865.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_016724865.1/GCF_016724865.1_annotation.gtf.gz,4681292.0,NZ_CP068053.1;NZ_CP068052.1,2.0,bacteria
GCF_002278035.1,Ochrobactrum_quorumnocens,271865,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Ochrobactrum,Ochrobactrum quorumnocens,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002278035.1/GCF_002278035.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002278035.1/GCF_002278035.1_annotation.gtf.gz,5645291.0,NZ_CP022604.1;NZ_CP022603.1;NZ_CP022605.1;NZ_CP022602.1,4.0,bacteria
GCF_900105925.1,Jiangella_alkaliphila,419479,Chromosome,bacteria,Actinomycetota,Actinomycetes,Jiangellales,Jiangellaceae,Jiangella,Jiangella alkaliphila,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_900105925.1/GCF_900105925.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_900105925.1/GCF_900105925.1_annotation.gtf.gz,7716600.0,NZ_LT629791.1,1.0,bacteria
GCF_000783935.2,Raoultella_planticola,575,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella planticola,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000783935.2/GCF_000783935.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000783935.2/GCF_000783935.2_annotation.gtf.gz,5823931.0,NZ_CP026047.1;NZ_CP026048.1;NZ_CP026049.1,3.0,bacteria
GCF_036511535.1,Dysgonomonas_capnocytophagoides,45254,Complete Genome,bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas capnocytophagoides,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_036511535.1/GCF_036511535.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_036511535.1/GCF_036511535.1_annotation.gtf.gz,4784336.0,NZ_AP028867.1;NZ_AP028868.1,2.0,bacteria
GCF_003029685.1,Paracidovorax_avenae,80867,Chromosome,bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Paracidovorax,Paracidovorax avenae,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003029685.1/GCF_003029685.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003029685.1/GCF_003029685.1_annotation.gtf.gz,5751886.0,NZ_CP028288.1,1.0,bacteria
GCF_004319545.1,Desulfobacter_hydrogenophilus,2291,Chromosome,bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Desulfobacter hydrogenophilus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_004319545.1/GCF_004319545.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_004319545.1/GCF_004319545.1_annotation.gtf.gz,5157696.0,NZ_CP036313.1;NZ_CP036314.1;NZ_CP036315.1,3.0,bacteria
GCF_001273775.1,Nitrospira_moscoviensis,42253,Complete Genome,bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira moscoviensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001273775.1/GCF_001273775.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001273775.1/GCF_001273775.1_annotation.gtf.gz,4589485.0,NZ_CP011801.1,1.0,bacteria
GCF_017310015.1,Marinobacterium_iners,48076,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium iners,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_017310015.1/GCF_017310015.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_017310015.1/GCF_017310015.1_annotation.gtf.gz,4053293.0,NZ_CP022297.1,1.0,bacteria
GCF_004135975.1,Solidesulfovibrio_carbinolicus,296842,Complete Genome,bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio,Solidesulfovibrio carbinolicus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_004135975.1/GCF_004135975.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_004135975.1/GCF_004135975.1_annotation.gtf.gz,4688868.0,NZ_CP026538.1;NZ_CP026539.1;NZ_CP026540.1;NZ_CP026541.1;NZ_CP026543.1;NZ_CP026542.1,6.0,bacteria
GCF_003175155.1,Butyrivibrio_fibrisolvens,831,Chromosome,bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003175155.1/GCF_003175155.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003175155.1/GCF_003175155.1_annotation.gtf.gz,4881294.0,NZ_CM009896.1;NZ_CM009897.1;NZ_NXNG01000007.1;NZ_NXNG01000008.1;NZ_NXNG01000009.1;NZ_NXNG01000010.1;NZ_NXNG01000011.1;NZ_NXNG01000012.1;NZ_NXNG01000013.1;NZ_NXNG01000014.1;NZ_NXNG01000015.1;NZ_NXNG01000016.1;NZ_NXNG01000017.1;NZ_NXNG01000018.1;NZ_NXNG01000019.1;NZ_NXNG01000020.1;NZ_NXNG01000021.1;NZ_NXNG01000022.1;NZ_NXNG01000023.1;NZ_NXNG01000024.1;NZ_NXNG01000025.1;NZ_NXNG01000026.1;NZ_NXNG01000027.1;NZ_NXNG01000028.1;NZ_NXNG01000029.1;NZ_NXNG01000030.1;NZ_NXNG01000031.1;NZ_NXNG01000032.1;NZ_NXNG01000033.1;NZ_NXNG01000034.1;NZ_NXNG01000035.1;NZ_NXNG01000036.1;NZ_NXNG01000037.1;NZ_NXNG01000038.1;NZ_NXNG01000039.1;NZ_NXNG01000040.1;NZ_NXNG01000041.1;NZ_NXNG01000042.1;NZ_NXNG01000043.1;NZ_NXNG01000044.1;NZ_NXNG01000045.1;NZ_NXNG01000046.1;NZ_NXNG01000047.1;NZ_NXNG01000048.1;NZ_NXNG01000049.1;NZ_NXNG01000050.1;NZ_NXNG01000051.1;NZ_NXNG01000052.1;NZ_NXNG01000053.1;NZ_NXNG01000054.1;NZ_NXNG01000055.1;NZ_NXNG01000056.1;NZ_NXNG01000057.1;NZ_NXNG01000058.1;NZ_NXNG01000059.1;NZ_NXNG01000060.1;NZ_NXNG01000061.1;NZ_NXNG01000062.1;NZ_NXNG01000063.1;NZ_NXNG01000064.1;NZ_NXNG01000065.1;NZ_NXNG01000066.1;NZ_NXNG01000067.1;NZ_NXNG01000068.1;NZ_NXNG01000069.1;NZ_NXNG01000070.1;NZ_NXNG01000003.1;NZ_NXNG01000004.1;NZ_NXNG01000005.1;NZ_NXNG01000006.1,70.0,bacteria
GCF_003006415.1,Megasphaera_elsdenii,907,Complete Genome,bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003006415.1/GCF_003006415.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003006415.1/GCF_003006415.1_annotation.gtf.gz,2566193.0,NZ_CP027569.1,1.0,bacteria
GCF_001078495.2,Sphingobium_yanoikuyae,13690,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001078495.2/GCF_001078495.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001078495.2/GCF_001078495.2_annotation.gtf.gz,5669383.0,NZ_CP020925.1;NZ_CP020927.1;NZ_CP020926.1,3.0,bacteria
GCF_003290385.1,Actinobacillus_pleuropneumoniae,715,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus pleuropneumoniae,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003290385.1/GCF_003290385.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003290385.1/GCF_003290385.1_annotation.gtf.gz,2318657.0,NZ_CP030753.1,1.0,bacteria
GCF_964264695.1,Aliivibrio_logei,688,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio logei,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_964264695.1/GCF_964264695.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_964264695.1/GCF_964264695.1_annotation.gtf.gz,4573618.0,NZ_OZ183474.1;NZ_OZ183475.1,2.0,bacteria
GCF_014218275.1,Citrifermentans_bremense,60035,Complete Genome,bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans,Citrifermentans bremense,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_014218275.1/GCF_014218275.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_014218275.1/GCF_014218275.1_annotation.gtf.gz,4458493.0,NZ_AP023213.1,1.0,bacteria
GCF_003391095.1,Austwickia_chelonae,100225,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermatophilaceae,Austwickia,Austwickia chelonae,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003391095.1/GCF_003391095.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003391095.1/GCF_003391095.1_annotation.gtf.gz,3631970.0,NZ_CP031447.1;NZ_CP031448.1,2.0,bacteria
GCF_005952805.1,Inhella_inkyongensis,392593,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Inhella,Inhella inkyongensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_005952805.1/GCF_005952805.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_005952805.1/GCF_005952805.1_annotation.gtf.gz,4084412.0,NZ_CP040709.1,1.0,bacteria
GCF_000299965.1,Cycloclasticus_sp._P1,385025,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus,Cycloclasticus sp. P1,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000299965.1/GCF_000299965.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000299965.1/GCF_000299965.1_annotation.gtf.gz,2363215.0,NC_018697.1,1.0,bacteria
GCF_005671335.1,Halalkalibacterium_halodurans,86665,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Halalkalibacterium (ex Joshi et al. 2022),Halalkalibacterium halodurans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_005671335.1/GCF_005671335.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_005671335.1/GCF_005671335.1_annotation.gtf.gz,4315604.0,NZ_CP040441.1,1.0,bacteria
GCF_007746295.1,Gimesia_maris,122,Chromosome,bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia maris,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_007746295.1/GCF_007746295.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_007746295.1/GCF_007746295.1_annotation.gtf.gz,7530055.0,NZ_CP036341.1,1.0,bacteria
GCF_013170705.1,Mesorhizobium_loti,381,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium loti,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013170705.1/GCF_013170705.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013170705.1/GCF_013170705.1_annotation.gtf.gz,6870350.0,NZ_CP033334.1,1.0,bacteria
GCF_002944405.1,Sinorhizobium_fredii,380,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium fredii,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002944405.1/GCF_002944405.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002944405.1/GCF_002944405.1_annotation.gtf.gz,6557702.0,NZ_CP024307.1;NZ_CP024308.1;NZ_CP024309.1;NZ_CP024310.1,4.0,bacteria
GCF_020002245.1,Pseudobacillus_badius,1455,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Pseudobacillus,Pseudobacillus badius,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_020002245.1/GCF_020002245.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_020002245.1/GCF_020002245.1_annotation.gtf.gz,4289048.0,NZ_CP082363.1;NZ_CP082369.1;NZ_CP082368.1;NZ_CP082367.1;NZ_CP082366.1;NZ_CP082365.1;NZ_CP082364.1,7.0,bacteria
GCF_018279705.1,Tardiphaga_alba,340268,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Tardiphaga,Tardiphaga alba,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_018279705.1/GCF_018279705.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_018279705.1/GCF_018279705.1_annotation.gtf.gz,5857905.0,NZ_CP036498.1,1.0,bacteria
